name,description,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted,Hybrid,Indica,Sativa
Kandy Kush,"Reserva Privada, part of DNA Genetics, set out to make a high-yielding, sweet-tasting strain when it crossed Trainwreck with OG Kush to create Kandy Kush. The strain has about 18% THC and very low CBD in its trichome-covered, citrus-scented, sweet-tasting buds, according to the breeder.

Seed bank Seedsman says Kandy Kush is about 60% indica but it grows more like a sativa with tall plants that take nine to 10 weeks to flower. It grows well indoors or outdoors and usually delivers a large crop of colas that provide uplifting, relaxing effects. Kandy Kush won third prize in Outdoor Strains at Spannabis Cannabis Champions Cup in 2012.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Key Lime Pie,"Key Lime Pie is a phenotype of GSC (formerly Girl Scout Cookies) with two reported points of origin — Purple Caper Seeds and Burning Bush Nurseries, both located in California. 

Key Lime Pie from Burning Bush Nurseries is a phenotype of GSC with a unique candy-and-spice flavor.

According to Burning Bush Nurseries, the strain produces medium-sized, heavily resinous, purple-tinted buds in a 63-70 day flowering period. The breeder says Key Lime Pie tends to produce “strong Indica-like effects,” and gives off hints of cotton candy, chocolate, and spice.  

Key Lime Pie from Purple Caper Seeds is reportedly a phenotype of a GSC clone from Santa Cruz, California, that the breeder has backcrossed with a GSC F2 male to create regular seeds. 

The strain is reported to grow medium-to-large buds that are dense and resinous in a 56-63 day flowering period, producing THC levels that range between 20% to 22%. Key Lime Pie is also easy to grow, adaptable to indoor and outdoor environments, and particularly responsive to hydroponics. The iteration from Purple Caper Seeds is also said to have an aroma reminiscent of mint and lime, producing a relaxing and euphoric state upon consumption. ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
Khalifa Kush,"Khalifa Kush, also known as KK, is a strain developed and branded by Pittsburgh rapper and acclaimed cannabis lover Wiz Khalifa, released in conjunction with the Colorado-based dispensary RiverRock Cannabis. Said to produce relaxing yet energizing effects, Khalifa Kush is often described as having notes of citrus and pine trees. Though Khalifa has kept the exact genetics of the strain a secret, the cultivar is reported to be a phenotype of OG Kush. 

Khalifa Kush is reported to grow to a medium height, producing small to medium-size, resinous buds with prominent orange stigma hairs in a 60-63 day flowering period. ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Kimbo Kush,"The strain was bred by Washington’s Exotic Genetix by pollinating a  Blackberry Kush female from Alien Genetics with pollen from an F2 Starfighter male. The end result combines the potency of its mother with the resin frostiness of its father. 

Kimbo Kush reportedly grows to a medium height, producing medium-to-heavy yields of large, fluffy, berry-flavored buds in a 50-to-56 day flowering cycle. It can be grown both indoors and outdoors, and responds well to topping. 

The strain has won several awards, including 1st place at the 2015 Dope Cup in Seattle.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
King Louie,"The only thing for sure about this strain is its undisputed OG Kush heritage. Some think it’s an OG Kush and L.A. Confidential cross. Even the name depends on who you ask. It could be King Louie, King Louie XIII, or King Louis XIII, according to online sources. Regardless, its buds are large, sticky, and trichome-covered.
 
Though King Louis XIII is mold- and mildew-resistant, and reportedly grows well either indoors or outdoors in a sunny, dry location, an experienced hand is advised. Indoors, it flowers in eight to nine weeks. Outdoors, it flowers in mid-September to early October in the Northern Hemisphere.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
Kong,"Kong is a cross of Motavation, a descendent of Sensi Star, and a backcross White Russian created by the team at Holy Smoke Seeds. It tastes of citrus and fuel with a terpene profile high in limonene. Seed bank SeedSupreme reports medium THC levels with up to 1% CBD.
Kong grows to medium heights both indoors and outside. It develops flowers in as little as six weeks but the breeder recommends waiting to harvest until week seven or eight for optimal heavy yields. Sources online say exposing the plant to cooler temperatures before flowering results in bright blues and purples in the foliage. Buds grow large and chunky with dark green colors, orange pistils and a thick coat of sticky trichomes. ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
Kosher Kush,"The popular Kosher Kush strain (also known as Kosher OG,) is said to be the first commercial cannabis variety to be blessed by a rabbi. 

Beyond its reported origins as a clone-only variety from Los Angeles, the lineage of this rumored “100% Indica” strain remains a mystery. Kosher Kush won 1st Indica at the 2010 and 2011 High Times Cannabis Cups. Feminized seeds are available from Amsterdam’s DNA Genetics.

Kosher Kush grows tall, with a flowering time of 63-70 days. It typically produces prominent buds and a minimal configuration of light green leaves, meaning it’s easy to trim. The seed bank recommends pinching the plant’s stems to tame its growth and encourage larger yields. Moderate-to-heavy feeding is also recommended. 

The strain is easy to care for, especially indoors, making it a good choice for novice growers. 
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Kosher Tangie,"Kosher Tangie is a cross of Kosher Kush and Tangie created by the breeders at DNA Genetics. It features earthy, orange flavors and tests around 21% THC, according to Seedsman seed bank. 
Kosher Tangie develops taller plants that favor indoor environments but can flourish outdoors when planted in the ground. The cultivar reaches maturity in eight-to-nine weeks and produces very high yields, especially when grown outdoors. 
Kosher Tangie won second place in the Outdoor Hybrid category at the Santa Cruz Cup in 2016.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Kurple,"Kurple, also known as Kurple Fantasy, is a vibrantly colored cannabis strain bred by the team at Cult Classic Seeds. The breeders crossed a high-potency cut of OG Kush with the strain Old Man Purps, which descended from purple indica landraces native to Pakistan. Named for its heritage strains Kush and Purple, Kurple’s licorice flavors and high levels of THC content won the strain second place in the 2012 High Times Denver Cannabis Cup.

Growers report Kurple grows to a relatively squat height and reaches its full maturity in eight to 10 weeks when grown indoors. Kurple’s buds sport a rainbow of orange pistils, lime green leaves, and purple patches throughout a glittering blanket of trichomes.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Kushberry,"Kushberry is a cross of two legendary West Coast strains: a Blueberry father from Oregon and a Californian OG Kush mother created by DNA Genetics. The resulting strain features a lemony, berry flavor profile laced with notes of fuel. Kushberry averages between 15-20% THC, according to Amsterdam Seed Center.

Kushberry develops short, bushy plants that flower in eight-to-nine weeks, often producing very high yields. The cultivar produces plentiful dense buds with purple tints and thick layers of trichomes, according to clone nursery Exclusive Cannabis Cuts.

Kushberry won first place in the Outdoor category at Spannabis in 2008.",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Kush Mints,"Kush Mints is a cross of Bubba Kush pollen and the clone-only Animal Mints strain bred by Seed Junky Genetics in Southern California. The experts at Seed Junky have crossed a Kush Mints phenotype with several other hybrids, including Animal Cookies and Wedding Cake. 

This balanced hybrid strain is said to have a strong minty flavor, hence the name. It also reportedly makes users feel relaxed, calm and occasionally sleepy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
LA Confidential,"According Amsterdam’s DNA Genetics, LA Confidential is an “Indica” that delivers heavy sedation with energetic undertones. A cross between OG LA Affie and Afghani, the strain won several awards, including High Times’ Strain of the Year in 2006, 1st Indica at High Times’ Cannabis Cup in 2008 and 1st Indica at IC420 Breeders Cup in 2005.

LA Confidential has two phenotypes, though the main difference is that one has a girthier appearance. LA Confidential has large, dark green and purple fan-shaped leaves and a flowering time of 45-56 days. The plant requires heavy feeding, and offers the best yields when grown outdoors in a warm, dry climate. DNA recommends thinning the plant’s larger fan leaves in the latter stages of flowering to allow more light to reach the lower buds. 

Feminized seeds of LA Confidential are available for those interested in growing the strain. 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
LA Kush,"LA Kush is a hybrid strain with an uncertain genetic history. The consensus is the cultivar is OG Kush crossed with Abusive OG. Despite its unknown origins, this LA Kush is beloved for its piney sweet flavors with a hint of lavender and mint. This strain reportedly uplifts moods before sweeping users with a blanket of relaxation that stems from its THC range of 19-21%.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
Lamb's Breath,"Lambs Breath, aka Lamb’s Breath or ""Lambsbread,"" is thought to be a Sativa-dominant variety from Jamaica that was popularized by Bob Marley. 

When cultivated outdoors, this strain with reggae roots is an aggressive grower. Lambs Breath is a solid, symmetrical branching strain with generous internodal spacing and is perfect for outdoor cultivation in warmer climates. 

Outdoor growers can expect tall plants and thin, sun leaves with the flowers hitting full maturity by mid-to-late October. Indoors, the plant grows dramatically during the first month of flowering, with buds typically hitting peak ripeness 9-10 weeks after entering the 12/12 light cycle. The strain typically tests 10-15% in THC, and has a mild CBD content. 

Lambs Breath autoflowering seeds are available online from Crop King Seeds.
",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Larry Bird,"Larry Bird, also known as Larry Bird Kush or Gelato #33, was reportedly bred by Northern California's Cookie Family as a cross between Sunset Sherbet and the Thin Mint phenotype of GSC (formerly known as Girl Scout Cookies). ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Larry OG,"Larry OG, also commonly known as Lemon Larry, is reportedly a cross of OG Kush and SFV OG, bred by California seed bank The Cali Connection. The hybrid strain is reported to grow tall, producing long, dense minty green buds with dark orange stigma hairs in a 56-70 day flowering period. 

Though very resistant to mold, mildew, and environmental extremes, Larry OG is reportedly moderately difficult to grow and may require an indoor grow environment for optimal care and control. The strain is reportedly responsive to hydroponic grow systems. The breeder has also crossed Larry OG with SFV OG Kush IBL to create Larry OG Kush, an award-winning strain that won first place in the 2012 and 2014 High Times Medical Cannabis Cup. According to lab testing results from Analytical 360, some Larry OG Kush strains have THC levels that exceed 23%. ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
Legend OG,"The strain is presumed to be an OG Kush phenotype that offers more floral and citrus aromas than its well-known counterpart. Little is known about its origins, but two Southern California breeders, THC Design and West Coast Cure, claim their own versions of the cultivar. 

Consumers report Legend OG is exceptional for its sedative properties and high THC content per weight.

The plant flowers in 7-to-9 weeks indoors, and requires an experienced breeder to help it reach full potential. At maturity, it features dense, light-green buds covered in sticky trichomes.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Lemon,"Lemon, also called Lemon OG, was created by the team at DNA Genetics. The strain combines a Las Vegas-raised Lemon Skunk with the OG #18 phenotype of OG Kush. True to its name, Lemon features overpowering citrus notes with a distinct lemon flavor thanks to its higher percentage of limonene terpenes.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Lemon Cake,"Lemon Cake by Heavyweight Seeds
One version of Lemon Cake was created by Heavyweight Seeds, which crossed Lemon Skunk and Cheese to create this potent, indica-leaning strain. Lemon Cake has a citrusy, earthy flavor profile and THC levels reaching up to 23%.  

Lemon Cake is suitable for both indoor and outdoor growing conditions, reaching a height of 80 to 140 centimeters, or 2.6 to 4.6 feet, indoors and 1.2 to 1.8 meters, or 4 to 6 feet, grown outdoors. An indoor-grown plant can yield between 600 to 700 grams per square meter following a nine-to-ten-week flowering cycle. When grown outdoors, Lemon Cake can produce up to 800 grams per plant outdoors, and should be harvested around mid-October in the Northern Hemisphere. This strain sprouts enormous, crystal-laden colas that are so heavy, Heavyweight Seeds recommends adding extra support to keep the plant upright. 


Lemon Cake by Moxie Seeds
This particular variety of Lemon Cake, created by Moxie Seeds, is a cross between its own Lemon OG and  TGA Subcool’s Jesus OG. Lemon Cake has a strong citrus scent and an earthy, sweet, spicy flavor profile, according to the cannabis seed bank Seedsman. 

The sativa-dominant strain is easy to grow indoors or outdoors, producing large bushels of light green buds following an eight-to-nine week flowering period. With this version of Lemon Cake, growers should expect decent yields of more than 500 grams per square meter, along with THC percentages that waver between the low-to-mid 20% range. ",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Lemon Cookies,"While it’s unclear where the strain originated, Lemon Cookies is thought to be a cross of Lemon OG and Girl Scout Cookies. An indica-dominant hybrid, the Lemon Cookies plant has a sweet citrus aroma that becomes more pungent when smoked. Lemon Cookies is a good daytime strain whose uplifting characteristics and flavor feel like a warm friend.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Lemon Diesel,"Lemon Diesel, also called Lemon Sour Diesel, roared to life when Northern California’s Emerald Triangle crossed an OG (Pakistani x Lemon Thai x Chemdawg #4, aka Lost Coast OG) with its own California Sour. The genetics combined to create a flavor-laden strain with about 15-20% THC, according to Amsterdam Seeds.
 
Lemon Diesel grows to an average-to-tall height and has a long flowering period. It can be grown indoors or outdoors, though it is susceptible to aphids. Sea of Green (SoG) and Screen of Green (ScrOG) training methods work well for this heavy producer that really fills out late in the growing period. Rhino Seeds says Lemon Diesel tends to produce physical relaxation.",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Lemon Drop,"On the strain circuit for over a decade, Lemon Drop is a sativa-leaning hybrid with an unknown past, as its parents and genetics largely remain a mystery. Packed with a citrusy, slightly sour aroma, it’s easy to see how Lemon Drop got its name despite its obscure origins. Known for its enticing scent and candy-like sweetness, Lemon Drop is typically recommended to consumers who are looking for an energizing and euphoric buzz. 

Although the information on this strain is rather limited, some cultivators have reported that Lemon Drop grows relatively tall in a vigorous manner, but produces only medium-sized yields. Sources recommend using the Screen of Green (SCROG) method and to grow the plants using soil or hydro mediums either indoors or in a sub-tropical outdoor environment. During the curing process, the buds usually take on a light green appearance with a smattering of orange hairs. ",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Lemon Haze,"Lemon Haze is an aromatic combination of Silver Haze and Lemon Skunk, named after its distinct citrusy aroma and flavor profile. While several breeders claim they originally created  this strain and sell seeds online, Lemon Haze consistently appears to feature larger-sized buds with fluffy green chunks and vibrant orange stigma hairs.

Lemon Haze flourishes in warmer, semi-humid climates, whether that climate is simulated indoors or in natural sunlight. The plant reaches full maturity during an eight-to-nine-week flowering cycle indoors and is ready for outdoor harvest in early October if grown in the Northern Hemisphere or April if grown in the Southern Hemisphere.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Lemon Kush,"Lemon Kush is a citrus-scented cannabis strain with unknown genetic origins. Breeders often claim Master Kush and Lemon Joy are the cultivar’s parents. However, the breeders at Alien Genetics bred their own Lemon Kush strain by crossing Lemon G (also called Lemon G13) with a landrace Afghani Kush. Regardless of its heritage, Lemon Kush features a high limonene terpene content and THC levels that often test in the 20% range.

Growers can expect Lemon Kush to flower in nine to 10 weeks indoors. Lemon Kush reaches heights of up to 6 feet, or 1.8 meters, with little effort. It flourishes in Mediterranean climates, making it an easy strain for beginner growers to work with. ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
Lemon Meringue,"Exotic Genetix created Lemon Meringue by crossing a Lemon Skunk female and Cookies & Cream male. The resulting sativa-leaning strain reportedly has a sweet, lemon dessert-like flavor profile just like its name suggests. According to the online cannabis seed retailer Seeds Here Now, the breeder has retired the strain and it is not readily available in seed or clone form. 

Lemon Meringue is said to grow tall and lanky, sprouting high yields of stacked, towering colas in an  eight-to-nine-week flowering period. ",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
Lemon OG,"Lemon OG is an Indica-dominant hybrid from Apothecary Genetics in Northern California with a flowering time between 56 and 63 days.

Lemon OG is a cross between Lemon and OG that offers a “heavy high” and a taste with sweet lemon and pine.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Lemon Pound Cake,"Known by many names, including Lemon Cake and Lemon Cheesecake, Lemon Pound Cake by Heavyweight Genetics is a combination of Lemon Skunk and Cheese. Those who wish to grow Lemon Pound Cake can expect an approximately nine-week flowering time and heavy outdoor yields.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Lemon Skunk,"Lemon Skunk -- a hybrid from Amsterdam’s DNA Genetics -- originates from the legendary Skunk #1 — a ubiquitous strain in the cannabis world since its commercial debut in 1985. 

To create this uniquely sweet and tasty Skunk hybrid, the seed bank crossed two different Skunk #1 phenotypes. The male, a prized Skunk frequently used for breeding purposes, came from Netherlands breeder Eddie, while the female was a citrusy Skunk phenotype from Lemon Man in Las Vegas. 

The end result, Lemon Skunk, was named in High Times’ Top 10 Strains of the year in 2009. It also took 1st Indoor Hydro at Spannabis Cup 2008, 1st Outdoor at Highlife Cup in 2007 and 2nd place at IC420 Breeders Cup in 2008. 

Lemon Skunk grows short with light green leaves, thick orange hairs, and dense, compact flowers. To get the fullness of Lemon Skunk’s sweet citrus flavor and aroma, the seed bank recommends harvesting after 50-56 days of flowering. 

Currently, DNA Genetics offers only feminized Lemon Skunk seeds. 
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
Lemon Tree,"A cross between Lemon Skunk and Sour Diesel, Lemon Tree is an indica-leaning hybrid that has been popularized by a number of West Coast growers, including Creekside, which won second place for best hybrid at the 2014 High Times Cannabis Cup in Seattle for its Lemon Tree strain. Known to have an aroma of citrus with diesel, Lemon Tree bears a sweet and sour scent and tropical taste of that make it such an enticing option for many stoners.    

This strain is reported to grow dense, light-green buds covered with sticky trichomes and amber-colored stigmas. Said to grow medium-to-tall in stature, Lemon Tree has a flowering time of about eight weeks, producing relatively high yields. According to the seed bank Medicine Man Seeds, which sells feminized Lemon Tree seeds, this strain can produce THC levels between 17% and 25%. It reportedly leaves users with a feeling of relaxation and euphoria, oftentimes described as producing a clear-headed high. 

According to lab test results from Cannalysis, one sample of Lemon Tree grown by THC Design had 21.91% total THC, along with a terpene profile that primarily consisted of myrcene, limonene, and alpha-pinene.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
Limoncello,"Limoncello is a sativa strain that’s only known parent is Lemon Ice. Its flavors can be described as citrusy, fruity, pungent, and sweet. Users have documented that this high starts in the head and makes its way down through the body. It won the HighTimes Cannabis Cup in both 2008 and 2009.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
London Pound Cake,"An indica-dominant hybrid from the breeders at California-based Cookies Fam Genetics, London Pound Cake is a cross between Sunset Sherbet and an unknown hybrid strain (the breeders have kept the strain's true lineage under wraps). With a THC content of nearly 30 percent, this potent strain is definitely for more seasoned cannabis consumers—but for the experienced smoker, this strain not only smells and tastes great, with hints of berry, lemon, and pine, but also produces a unique high, with immediate cerebral effects followed by a more relaxing (and sometimes sleepiness-inducing)body high.",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Louis XIII,"Also known as King Louis XIII, the strain is named for its royal caliber of THC, reportedly  20-to-28 percent based on weight. 

Growers report the strain comes from a rare cut of the Los Angeles-based OG Kush that was specially bred for higher potency. The cultivar features unmistakable OG characteristics -- a powerful diesel and skunk aroma, and sticky buds littered with trichomes.

The strain thrives in both indoor and outdoor gardens, flowering in 60 days, or in late September, respectively. Novice growers may find Louis XIII difficult to handle, as it requires drier climates and plenty of attention to produce larger yields.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
LSD,"LSD is an Indica-dominant cross between Skunk #1 and an Afghani landrace from Amsterdam-based Barney’s Farm. 

The strain was named by seed bank breeders for its powerful, cerebral, psychotropic high. Winner of 3rd Indica at the High Times Cannabis Cup in 2008, LSD is a hardy, mold- and disease-resistant plant that grows well in both indoor and outdoor environments. The seed bank reports the strain offers high yields of potent buds during a 60-65 day flowering period. Users can expect a musky, earthy, floral scent, and a citrusy chestnut aroma. 

Feminized seeds are available from Barney’s Farm. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Lucinda Williams,"Lucinda Williams got its name from the American country rock musician and it’s the love child of the Indica William’s Wonder strain and the sativa-dominant Cinderella 99, though there are sources that claim it’s the result of combining Cinderella 99 and The White. Despite the haziness surrounding its parent strains, one thing is consistent in all stories—it was created by Denver’s very own Kind Meds. Lucinda Williams offers a THC content that hovers between 24% and 29% and flavor notes that will have you thinking of berries and menthol. Miss Williams is perfect for anyone looking for a relaxing evening with a kick of energy.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
MAC,"The MAC, aka Miracle Alien Cookies, strain was first propagated when a breeder named Capulator crossed an F2 Alien Cookies with a hybrid that includes a Colombian landrace and Starfighter. He called this resulting strain Miracle 15.

The Indica-leaning MAC’s flowers are noticeably dense and are known for producing resinous buds with frosty trichomes and dark purple hues.
 
MAC plants grow in a slender Indica profile and quickly form a structure that is solid enough to support the strain’s large colas. Regardless where you cultivate this strain, its flowering cycle takes approximately 9-10 weeks.",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Mango,"Mango was created by the Dutch breeder KC Brains, which crossed its own KC-33 with an Afghani. According to the breeder, Mango has a skunky and hashy aroma, while its Afghani lineage makes it resistant to mold and fungus. This indica-leaning strain is said to have high CBD levels, making it an ideal candidate for medical cannabis products.

Growing short and compact in stature, Mango plants produce enormous colas that take on a lavender appearance as the six-to-nine week flowering cycle takes place. Growers should expect to harvest no less than 150 grams of flower per plant when grown indoors, while outdoor cultivation can yield up to 800 grams per plant.
KC Brains’ Mango won third place in Indica at 2002 High Times’ Cannabis Cup in Amsterdam.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
Mango Haze,"Mr. Nice Seedbank developed Mango Haze from the genetics from its award-winning Super Silver Haze line. According to the breeder, Mango Haze is half Haze, a quarter Skunk #1, and a quarter Northern Lights #5, carrying a ripe mango flavor profile and producing copious amounts of resin.

According to the breeder,  Mango Haze is mostly sativa, growing between 1 to 1.5 meters, or 3.3 to 5 feet, tall and yielding large clusters of stacked colas in an eight-to-11-week flowering period, depending on the phenotype. The cultivar does best in an indoor growing environment, and requires a fair amount of cultivation expertise to unlock the full potential of the plant. ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
